
22,54,oyku,Computer,20:54:00,01/06/2024,Present
22,54,oyku,Computer,21:19:30,01/06/2024,Present
22,54,oyku,Computer,21:21:44,01/06/2024,Present
451236589,4785,derin,Mechanical,01:34:34,02/06/2024,Present
451236589,4785,derin,Mechanical,10:08:31,04/06/2024,Present
451236589,4785,oyku,Mechanical,12:49:03,04/06/2024,Present
